n.uniprot,n.name,n.description,n.match_community,n.normal_community,n.primary_community,n.match_degree,n.normal_degree,n.primary_degree,n.pagerank_match,n.pagerank_normal,n.pagerank_primary
Q8N307,MUC20,"mucin 20, cell surface associated [Source:HGNC Symbol;Acc:HGNC:23282]",4,null,null,1,0,0,0.2469255000000001,0.15000000000000002,0.15000000000000002
Q9NVV9,THAP1,THAP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20856],205,1,null,1,1,0,0.9667224999999998,0.18213000000000001,0.15000000000000002
Q8NEU8,APPL2,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2 [Source:HGNC Symbol;Acc:HGNC:18242]",1,1,null,1,9,0,0.1662095,0.4231220000000001,0.15000000000000002
P46531,NOTCH1,notch receptor 1 [Source:HGNC Symbol;Acc:HGNC:7881],114,3,null,1,5,0,0.5703165000000001,0.27405749999999995,0.15000000000000002
Q9Y676,MRPS18B,mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516],0,0,null,1,42,0,0.2922985,1.5112155,0.15000000000000002
Q9H902,REEP1,receptor accessory protein 1 [Source:HGNC Symbol;Acc:HGNC:25786],206,3,null,1,2,0,0.9667224999999998,0.715114,0.15000000000000002
Q92604,LPGAT1,lysophosphatidylglycerol acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:28985],4,1,null,3,3,0,0.3657044999999999,0.24173200000000003,0.15000000000000002
P41231,P2RY2,purinergic receptor P2Y2 [Source:HGNC Symbol;Acc:HGNC:8541],4,1,null,1,2,0,0.2047315,0.191021,0.15000000000000002
Q8N1W2,ZNF710,zinc finger protein 710 [Source:HGNC Symbol;Acc:HGNC:25352],1,null,null,1,0,0,0.15930750000000005,0.15000000000000002,0.15000000000000002
P48165,GJA8,gap junction protein alpha 8 [Source:HGNC Symbol;Acc:HGNC:4281],207,null,null,1,0,0,0.9667224999999998,0.15000000000000002,0.15000000000000002
Q8N9E0,FAM133A,family with sequence similarity 133 member A [Source:HGNC Symbol;Acc:HGNC:26748],208,1,null,1,1,0,0.9667224999999998,0.3318065,0.15000000000000002
Q9H1E3,NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1 [Source:HGNC Symbol;Acc:HGNC:29923],2,1,null,5,138,0,0.2199295,3.7740090000000004,0.15000000000000002
Q9NXZ2,DDX43,DEAD-box helicase 43 [Source:HGNC Symbol;Acc:HGNC:18677],209,84,116,1,1,1,0.9667224999999998,0.9667224999999998,0.9667224999999998
Q7L2K0,TEDC2,tubulin epsilon and delta complex 2 [Source:HGNC Symbol;Acc:HGNC:25849],6,1,null,1,3,0,0.2516005,0.30916249999999995,0.15000000000000002
P52736,ZNF133,zinc finger protein 133 [Source:HGNC Symbol;Acc:HGNC:12917],2,1,null,1,8,0,0.19224499999999997,1.0933555000000001,0.15000000000000002
P58107,EPPK1,epiplakin 1 [Source:HGNC Symbol;Acc:HGNC:15577],4,null,null,1,0,0,0.3233065,0.15000000000000002,0.15000000000000002
Q8N1E2,LYG1,lysozyme g1 [Source:HGNC Symbol;Acc:HGNC:27014],12,2,2,2,2,1,0.2968035,0.20451900000000006,0.22804700000000003
Q9UJ83,HACL1,2-hydroxyacyl-CoA lyase 1 [Source:HGNC Symbol;Acc:HGNC:17856],4,null,null,1,0,0,0.2708189999999999,0.15000000000000002,0.15000000000000002
Q29RF7,PDS5A,PDS5 cohesin associated factor A [Source:HGNC Symbol;Acc:HGNC:29088],19,1,1,2,20,1,0.3623809999999999,0.5503840000000001,0.18556399999999998
P06753,TPM3,tropomyosin 3 [Source:HGNC Symbol;Acc:HGNC:12012],4,3,null,1,1,0,0.46404949999999995,0.22128950000000006,0.15000000000000002
Q96P69,GPR78,G protein-coupled receptor 78 [Source:HGNC Symbol;Acc:HGNC:4528],210,null,117,1,0,1,0.9667224999999998,0.15000000000000002,0.9667224999999998
P14780,MMP9,matrix metallopeptidase 9 [Source:HGNC Symbol;Acc:HGNC:7176],5,4,null,2,352,0,0.19770199999999996,1.0311525,0.15000000000000002
P13686,ACP5,"acid phosphatase 5, tartrate resistant [Source:HGNC Symbol;Acc:HGNC:124]",5,4,6,1,382,12,0.18277600000000002,1.1341725000000005,0.25942050000000005
Q08209,PPP3CA,protein phosphatase 3 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9314],0,null,null,1,0,0,0.21288300000000002,0.15000000000000002,0.15000000000000002
Q9UKR3,KLK13,kallikrein related peptidase 13 [Source:HGNC Symbol;Acc:HGNC:6361],211,null,null,1,0,0,0.9667224999999998,0.15000000000000002,0.15000000000000002
Q9UD71,PPP1R1B,protein phosphatase 1 regulatory inhibitor subunit 1B [Source:HGNC Symbol;Acc:HGNC:9287],4,null,null,1,0,0,0.3520365000000001,0.15000000000000002,0.15000000000000002
Q8N0W5,IQCK,IQ motif containing K [Source:HGNC Symbol;Acc:HGNC:28556],2,1,null,1,2,0,0.17825400000000005,0.37816550000000004,0.15000000000000002
Q15428,SF3A2,splicing factor 3a subunit 2 [Source:HGNC Symbol;Acc:HGNC:10766],59,null,null,2,0,0,0.5396570000000002,0.15000000000000002,0.15000000000000002
O14979,HNRNPDL,heterogeneous nuclear ribonucleoprotein D like [Source:HGNC Symbol;Acc:HGNC:5037],2,null,null,1,0,0,0.18764650000000002,0.15000000000000002,0.15000000000000002
Q8WUW1,BRK1,BRICK1 subunit of SCAR/WAVE actin nucleating complex [Source:HGNC Symbol;Acc:HGNC:23057],4,0,null,1,64,0,0.4945050000000001,1.321742,0.15000000000000002
Q8IZD0,SAMD14,sterile alpha motif domain containing 14 [Source:HGNC Symbol;Acc:HGNC:27312],212,null,10,1,0,2,0.9667224999999998,0.15000000000000002,0.5336815
1,null,null,213,85,118,0,0,0,0.9667224999999998,0.9667224999999998,0.9667224999999998
P61018,RAB4B,"RAB4B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9782]",0,0,1,52,95,3,0.7871685000000002,1.6618864999999998,0.26606749999999996
Q7L0R7,RNF44,ring finger protein 44 [Source:HGNC Symbol;Acc:HGNC:19180],2,1,null,1,2,0,0.17757400000000007,0.35756150000000003,0.15000000000000002
P62750,RPL23A,ribosomal protein L23a [Source:HGNC Symbol;Acc:HGNC:10317],3,0,3,37,25,1,0.930385,0.6458050000000002,0.217371
Q96ES6,MFSD3,major facilitator superfamily domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25157],0,0,0,15,11,4,0.45676500000000003,0.7505589999999999,0.3516880000000001
P17019,ZNF708,zinc finger protein 708 [Source:HGNC Symbol;Acc:HGNC:12945],2,1,2,30,32,7,1.1013709999999999,0.8476630000000002,0.8183890000000001
Q9H871,RMND5A,required for meiotic nuclear division 5 homolog A [Source:HGNC Symbol;Acc:HGNC:25850],4,1,null,1,4,0,0.3962705000000001,0.2550515,0.15000000000000002
O75182,SIN3B,SIN3 transcription regulator family member B [Source:HGNC Symbol;Acc:HGNC:19354],2,2,null,2,16,0,0.19622299999999998,0.8835330000000001,0.15000000000000002
P24001,IL32,interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830],5,4,6,228,434,24,1.6182729999999996,1.5599885,0.3332005
P29074,PTPN4,protein tyrosine phosphatase non-receptor type 4 [Source:HGNC Symbol;Acc:HGNC:9656],4,1,8,6,1,7,0.5906825000000002,0.3519089999999999,1.01122
P80303,NUCB2,nucleobindin 2 [Source:HGNC Symbol;Acc:HGNC:8044],4,null,null,3,0,0,0.44368349999999995,0.15000000000000002,0.15000000000000002
Q14140,SERTAD2,SERTA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30784],0,3,0,8,2,3,0.549449,0.24733350000000007,0.6584360000000001
O75570,MTRF1,mitochondrial translation release factor 1 [Source:HGNC Symbol;Acc:HGNC:7469],2,2,null,5,25,0,0.5604819999999998,0.8648585,0.15000000000000002
O96008,TOMM40,translocase of outer mitochondrial membrane 40 [Source:HGNC Symbol;Acc:HGNC:18001],0,0,0,87,118,5,1.242522,1.5864999999999998,0.4395525000000001
Q9HD40,SEPSECS,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase [Source:HGNC Symbol;Acc:HGNC:30605],2,1,2,18,34,1,0.5654715,1.3687044999999998,0.23955600000000005
Q49MG5,MAP9,microtubule associated protein 9 [Source:HGNC Symbol;Acc:HGNC:26118],1,1,null,17,22,0,0.3114235000000001,0.6802469999999999,0.15000000000000002
O75943,RAD17,RAD17 checkpoint clamp loader component [Source:HGNC Symbol;Acc:HGNC:9807],4,1,null,1,4,0,0.2504105,0.278979,0.15000000000000002
Q96T68,SETDB2,SET domain bifurcated histone lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:20263],2,null,null,1,0,0,0.180243,0.15000000000000002,0.15000000000000002
Q14061,COX17,cytochrome c oxidase copper chaperone COX17 [Source:HGNC Symbol;Acc:HGNC:2264],0,0,0,119,61,17,1.7276170000000002,1.1497869999999994,0.6862224999999997
Q99640,PKMYT1,"protein kinase, membrane associated tyrosine/threonine 1 [Source:HGNC Symbol;Acc:HGNC:29650]",6,4,null,5,92,0,0.357995,0.46129549999999997,0.15000000000000002
Q8N5H3,FAM89B,family with sequence similarity 89 member B [Source:HGNC Symbol;Acc:HGNC:16708],4,0,8,23,53,9,1.2557395,1.1018130000000002,1.5630315000000004
Q96G25,MED8,mediator complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:19971],7,0,null,1,1,0,0.9667224999999998,0.16556349999999995,0.15000000000000002
Q02108,GUCY1A1,guanylate cyclase 1 soluble subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:4685],8,3,null,3,11,0,0.6540840000000002,1.0397629999999998,0.15000000000000002
Q9Y483,MTF2,metal response element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:29535],2,1,2,60,5,10,1.7955999999999999,0.465741,0.7397215
Q8WWB5,PIH1D2,PIH1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25210],4,1,2,12,5,3,1.040885,1.0044795,1.1837104999999999
O14983,ATP2A1,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:811],2,2,2,24,3,9,1.4996384999999997,0.228472,0.5718890000000002
Q9BPX3,NCAPG,non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304],6,4,9,62,312,57,1.8321245000000006,0.9383155000000001,1.7260360000000003
P23467,PTPRB,protein tyrosine phosphatase receptor type B [Source:HGNC Symbol;Acc:HGNC:9665],8,3,10,8,9,27,0.622889,1.8076955,1.2226065000000002
Q16760,DGKD,diacylglycerol kinase delta [Source:HGNC Symbol;Acc:HGNC:2851],9,null,null,1,0,0,0.9667224999999998,0.15000000000000002,0.15000000000000002
Q16831,UPP1,uridine phosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12576],4,1,null,14,11,0,0.9595145,0.409216,0.15000000000000002
O43240,KLK10,kallikrein related peptidase 10 [Source:HGNC Symbol;Acc:HGNC:6358],4,null,null,2,0,0,0.7018285000000003,0.15000000000000002,0.15000000000000002
Q9NUS5,AP5S1,adaptor related protein complex 5 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:15875],4,null,null,2,0,0,0.997365,0.15000000000000002,0.15000000000000002
Q8IV63,VRK3,VRK serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:18996],10,null,null,1,0,0,0.9667224999999998,0.15000000000000002,0.15000000000000002
O00187,MASP2,mannan binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:6902],2,1,14,53,10,1,1.1211590000000005,0.4946495000000001,0.9667224999999998
P13805,TNNT1,"troponin T1, slow skeletal type [Source:HGNC Symbol;Acc:HGNC:11948]",4,null,null,1,0,0,0.2257435,0.15000000000000002,0.15000000000000002
P03886,MT-ND1,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1 [Source:HGNC Symbol;Acc:HGNC:7455],11,12,15,8,5,8,1.1424684999999994,0.8155585,1.0170425
P50336,PPOX,protoporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:9280],12,2,2,11,31,8,0.6444705,1.2336309999999997,0.5790630000000001
O95479,H6PD,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4795],0,1,null,15,23,0,0.3958200000000001,0.5578214999999997,0.15000000000000002
Q9UKL0,RCOR1,REST corepressor 1 [Source:HGNC Symbol;Acc:HGNC:17441],1,0,null,3,12,0,0.19497350000000002,0.4814235,0.15000000000000002
Q8IUZ5,PHYKPL,5-phosphohydroxy-L-lysine phospho-lyase [Source:HGNC Symbol;Acc:HGNC:28249],2,2,2,3,87,2,0.3123754999999999,2.5616115,0.257236
P22681,CBL,Cbl proto-oncogene [Source:HGNC Symbol;Acc:HGNC:1541],1,0,1,42,11,1,0.6994654999999999,0.5424534999999998,0.18596350000000003
Q6UWB1,IL27RA,interleukin 27 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:17290],4,null,null,1,0,0,0.2189095,0.15000000000000002,0.15000000000000002
Q8N0Z6,TTC5,tetratricopeptide repeat domain 5 [Source:HGNC Symbol;Acc:HGNC:19274],1,null,null,8,0,0,0.2597945000000001,0.15000000000000002,0.15000000000000002
O75340,PDCD6,programmed cell death 6 [Source:HGNC Symbol;Acc:HGNC:8765],0,0,null,18,3,0,0.5710815,0.400342,0.15000000000000002
P82912,MRPS11,mitochondrial ribosomal protein S11 [Source:HGNC Symbol;Acc:HGNC:14050],0,0,0,57,1,1,1.4447284999999996,0.1687935,0.2713885000000001
O43491,EPB41L2,erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379],13,3,null,1,6,0,0.9667224999999998,1.04386,0.15000000000000002
P29320,EPHA3,EPH receptor A3 [Source:HGNC Symbol;Acc:HGNC:3387],8,1,null,1,24,0,0.26411250000000003,0.8812209999999999,0.15000000000000002
P49895,DIO1,iodothyronine deiodinase 1 [Source:HGNC Symbol;Acc:HGNC:2883],4,null,8,3,0,2,0.5977544999999999,0.15000000000000002,0.6046140000000001
P00338,LDHA,lactate dehydrogenase A [Source:HGNC Symbol;Acc:HGNC:6535],4,null,null,1,0,0,0.21134450000000005,0.15000000000000002,0.15000000000000002
P47992,XCL1,X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10645],5,4,6,49,339,17,0.4524810000000001,0.8857515,0.28967200000000004
Q9Y6K1,DNMT3A,DNA methyltransferase 3 alpha [Source:HGNC Symbol;Acc:HGNC:2978],2,23,null,6,1,0,0.3118910000000001,0.9667224999999998,0.15000000000000002
Q9HCX3,AC005261.1,zinc finger protein 304 [Source:NCBI gene;Acc:57343],2,1,1,27,84,4,0.5101195,2.3812245,0.594839
Q04941,PLP2,proteolipid protein 2 [Source:HGNC Symbol;Acc:HGNC:9087],4,1,null,4,1,0,0.45186050000000016,0.181212,0.15000000000000002
Q03113,GNA12,G protein subunit alpha 12 [Source:HGNC Symbol;Acc:HGNC:4380],1,1,null,4,1,0,0.228132,0.2390205,0.15000000000000002
O00541,PES1,pescadillo ribosomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8848],3,0,20,1,2,1,0.2309285,0.31364200000000003,0.7458754999999999
Q6YN16,HSDL2,hydroxysteroid dehydrogenase like 2 [Source:HGNC Symbol;Acc:HGNC:18572],4,null,null,3,0,0,0.5193590000000001,0.15000000000000002,0.15000000000000002
Q96EY7,PTCD3,pentatricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:24717],2,1,null,3,25,0,0.503668,0.8862785,0.15000000000000002
A0A0B4J249,TRAV5,T cell receptor alpha variable 5 [Source:HGNC Symbol;Acc:HGNC:12143],5,4,null,2,249,0,0.16552100000000003,0.6702765000000002,0.15000000000000002
Q96CP2,FLYWCH2,FLYWCH family member 2 [Source:HGNC Symbol;Acc:HGNC:25178],0,0,0,19,212,12,0.4303129999999999,2.6547035000000005,0.629162
P62945,RPL41,ribosomal protein L41 [Source:HGNC Symbol;Acc:HGNC:10354],3,0,null,3,1,0,0.26452900000000007,0.17578900000000006,0.15000000000000002
P29017,CD1C,CD1c molecule [Source:HGNC Symbol;Acc:HGNC:1636],5,4,6,60,290,26,0.9204400000000001,0.806931,0.7534744999999999
Q6P582,MZT2A,mitotic spindle organizing protein 2A [Source:HGNC Symbol;Acc:HGNC:33187],0,0,0,3,13,1,0.18469700000000003,0.41672149999999997,0.212084
Q9ULD0,OGDHL,oxoglutarate dehydrogenase like [Source:HGNC Symbol;Acc:HGNC:25590],4,86,8,1,1,1,0.24940750000000003,0.7458754999999999,0.34924000000000005
Q99583,MNT,MAX network transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:7188],0,null,null,3,0,0,0.4292250000000001,0.15000000000000002,0.15000000000000002
O95498,VNN2,vanin 2 [Source:HGNC Symbol;Acc:HGNC:12706],5,4,6,35,604,37,0.5204044999999999,1.5397075000000002,0.4278139999999999
A4FU49,SH3D21,SH3 domain containing 21 [Source:HGNC Symbol;Acc:HGNC:26236],2,null,null,2,0,0,0.25916549999999994,0.15000000000000002,0.15000000000000002
Q96D15,RCN3,reticulocalbin 3 [Source:HGNC Symbol;Acc:HGNC:21145],8,3,16,14,16,5,1.3250145,1.7818895000000003,0.7915205
P60510,PPP4C,protein phosphatase 4 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9319],3,0,null,2,73,0,0.3498775000000001,1.4134995000000001,0.15000000000000002
Q5VZ66,JAKMIP3,Janus kinase and microtubule interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23523],4,null,null,2,0,0,0.2927829999999999,0.15000000000000002,0.15000000000000002
P04075,ALDOA,"aldolase, fructose-bisphosphate A [Source:HGNC Symbol;Acc:HGNC:414]",0,0,null,1,28,0,0.16349800000000003,0.6415125000000003,0.15000000000000002
Q33E94,RFX4,regulatory factor X4 [Source:HGNC Symbol;Acc:HGNC:9985],4,null,null,1,0,0,0.21904549999999998,0.15000000000000002,0.15000000000000002
Q8NFY9,KBTBD8,kelch repeat and BTB domain containing 8 [Source:HGNC Symbol;Acc:HGNC:30691],5,3,null,1,14,0,0.16891249999999997,0.49221849999999995,0.15000000000000002
Q9Y4E5,ZNF451,zinc finger protein 451 [Source:HGNC Symbol;Acc:HGNC:21091],2,1,1,61,38,8,1.2615874999999999,1.097257,0.5376084999999999
P62502,LCN6,lipocalin 6 [Source:HGNC Symbol;Acc:HGNC:17337],4,null,23,2,0,1,0.9031169999999998,0.15000000000000002,0.9667224999999998
Q9Y225,RNF24,ring finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13779],0,null,null,1,0,0,0.22251350000000003,0.15000000000000002,0.15000000000000002
Q8WUZ0,BCL7C,BAF chromatin remodeling complex subunit BCL7C [Source:HGNC Symbol;Acc:HGNC:1006],1,0,0,71,49,3,1.3002709999999997,0.7005535000000002,0.479664
Q9H4B4,PLK3,polo like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2154],4,1,null,1,28,0,0.22050750000000005,1.3486360000000002,0.15000000000000002
Q8TAP9,MPLKIP,M-phase specific PLK1 interacting protein [Source:HGNC Symbol;Acc:HGNC:16002],0,null,null,1,0,0,0.194625,0.15000000000000002,0.15000000000000002
P18564,ITGB6,integrin subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:6161],4,null,null,3,0,0,0.42929299999999987,0.15000000000000002,0.15000000000000002
Q6P1A2,LPCAT3,lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244],1,null,null,14,0,0,0.34432699999999994,0.15000000000000002,0.15000000000000002
Q6X4U4,SOSTDC1,sclerostin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21748],4,null,null,1,0,0,0.27010500000000004,0.15000000000000002,0.15000000000000002
A8MQ14,ZNF850,zinc finger protein 850 [Source:HGNC Symbol;Acc:HGNC:27994],2,null,null,1,0,0,0.167153,0.15000000000000002,0.15000000000000002
Q86VP6,CAND1,cullin associated and neddylation dissociated 1 [Source:HGNC Symbol;Acc:HGNC:30688],0,1,0,9,173,4,0.36266149999999997,3.485400000000001,0.5346165
P20807,CAPN3,calpain 3 [Source:HGNC Symbol;Acc:HGNC:1480],2,2,null,9,42,0,0.41710400000000003,1.3579945,0.15000000000000002
P22694,PRKACB,protein kinase cAMP-activated catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9381],4,1,8,7,9,1,0.8947869999999997,0.44200900000000004,0.2842575
Q86VS8,HOOK3,hook microtubule tethering protein 3 [Source:HGNC Symbol;Acc:HGNC:23576],0,1,null,6,31,0,0.21996350000000006,0.7259174999999999,0.15000000000000002
O43143,DHX15,DEAH-box helicase 15 [Source:HGNC Symbol;Acc:HGNC:2738],1,2,1,62,12,26,0.9040009999999999,0.7928209999999999,0.7133970000000001
Q9UHD1,CHORDC1,cysteine and histidine rich domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14525],2,3,null,4,2,0,0.26865150000000015,0.2929530000000001,0.15000000000000002
O15342,ATP6V0E1,ATPase H+ transporting V0 subunit e1 [Source:HGNC Symbol;Acc:HGNC:863],0,0,null,10,96,0,0.6588355,1.5957225000000004,0.15000000000000002
O75113,AC026470.1,NEDD4 binding protein 1 [Source:NCBI gene;Acc:9683],2,null,null,3,0,0,0.19686900000000002,0.15000000000000002,0.15000000000000002
Q13347,EIF3I,eukaryotic translation initiation factor 3 subunit I [Source:HGNC Symbol;Acc:HGNC:3272],0,0,null,8,42,0,0.24081400000000003,0.6918919999999998,0.15000000000000002
A0A597,TRBV5-5,T cell receptor beta variable 5-5 [Source:HGNC Symbol;Acc:HGNC:12222],15,4,null,1,587,0,0.3020395000000002,1.416772,0.15000000000000002
P22033,MMUT,methylmalonyl-CoA mutase [Source:HGNC Symbol;Acc:HGNC:7526],4,1,null,8,4,0,0.570223,0.5250030000000003,0.15000000000000002
P59894,null,null,4,1,2,2,20,2,0.29713500000000004,1.3945104999999998,0.5198775
P56179,DLX6,distal-less homeobox 6 [Source:HGNC Symbol;Acc:HGNC:2919],8,null,null,1,0,0,0.3861895,0.15000000000000002,0.15000000000000002
Q6UVK1,CSPG4,chondroitin sulfate proteoglycan 4 [Source:HGNC Symbol;Acc:HGNC:2466],8,null,10,10,0,4,0.9053099999999997,0.15000000000000002,0.338853
Q9NR30,DDX21,DExD-box helicase 21 [Source:HGNC Symbol;Acc:HGNC:2744],1,1,1,33,11,31,1.0285515,0.9628125,1.1297184999999998
Q9H9L3,ISG20L2,interferon stimulated exonuclease gene 20 like 2 [Source:HGNC Symbol;Acc:HGNC:25745],2,null,null,1,0,0,0.24302399999999993,0.15000000000000002,0.15000000000000002
P35354,PTGS2,prostaglandin-endoperoxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:9605],4,8,null,5,18,0,0.677136,1.1564510000000001,0.15000000000000002
O43426,SYNJ1,synaptojanin 1 [Source:HGNC Symbol;Acc:HGNC:11503],1,1,null,25,46,0,0.5390024999999999,0.8988925,0.15000000000000002
Q96SN8,CDK5RAP2,CDK5 regulatory subunit associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18672],4,1,null,2,5,0,0.493706,0.22134050000000002,0.15000000000000002
P52740,ZNF132,zinc finger protein 132 [Source:HGNC Symbol;Acc:HGNC:12916],2,1,null,2,30,0,0.24815799999999996,1.0101915,0.15000000000000002
Q8NI36,WDR36,WD repeat domain 36 [Source:HGNC Symbol;Acc:HGNC:30696],1,1,1,1,77,4,0.16186599999999998,2.0533625000000004,0.23880800000000005
Q9NV96,TMEM30A,transmembrane protein 30A [Source:HGNC Symbol;Acc:HGNC:16667],1,1,null,3,143,0,0.23993850000000003,3.83271,0.15000000000000002
Q86YA3,ZGRF1,zinc finger GRF-type containing 1 [Source:HGNC Symbol;Acc:HGNC:25654],2,2,null,10,21,0,0.7422969999999999,0.8752030000000001,0.15000000000000002
Q96K31,C8orf76,chromosome 8 open reading frame 76 [Source:HGNC Symbol;Acc:HGNC:25924],0,0,null,1,1,0,0.3464945000000001,0.21907099999999996,0.15000000000000002
P55285,CDH6,cadherin 6 [Source:HGNC Symbol;Acc:HGNC:1765],4,null,8,38,0,2,2.8639565,0.15000000000000002,0.34855149999999996
O75290,ZNF780A,zinc finger protein 780A [Source:HGNC Symbol;Acc:HGNC:27603],2,1,2,3,76,2,0.27563000000000004,2.3888404999999993,0.288771
P17213,BPI,bactericidal permeability increasing protein [Source:HGNC Symbol;Acc:HGNC:1095],5,null,null,4,0,0,0.25018949999999995,0.15000000000000002,0.15000000000000002
Q6IV72,ZNF425,zinc finger protein 425 [Source:HGNC Symbol;Acc:HGNC:20690],4,1,null,4,22,0,0.3005180000000001,0.7364319999999999,0.15000000000000002
Q9HB40,SCPEP1,serine carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:29507],4,null,null,1,0,0,0.37814849999999994,0.15000000000000002,0.15000000000000002
P30101,PDIA3,protein disulfide isomerase family A member 3 [Source:HGNC Symbol;Acc:HGNC:4606],4,0,8,11,2,8,1.3245809999999998,0.3207394999999999,1.4841005
Q9NY25,CLEC5A,C-type lectin domain containing 5A [Source:HGNC Symbol;Acc:HGNC:2054],4,4,6,1,10,2,0.21134450000000005,0.17192150000000003,0.1691080000000001
Q53EL6,PDCD4,programmed cell death 4 [Source:HGNC Symbol;Acc:HGNC:8763],2,1,null,3,5,0,0.5125930000000002,0.4130155000000001,0.15000000000000002
Q86YB8,ERO1B,endoplasmic reticulum oxidoreductase 1 beta [Source:HGNC Symbol;Acc:HGNC:14355],4,null,null,4,0,0,0.4556685,0.15000000000000002,0.15000000000000002
Q6ZSC3,RBM43,RNA binding motif protein 43 [Source:HGNC Symbol;Acc:HGNC:24790],2,1,null,5,130,0,0.254448,3.139008,0.15000000000000002
P31152,MAPK4,mitogen-activated protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:6878],4,17,null,7,1,0,0.8545564999999998,0.330982,0.15000000000000002
Q8NCY6,MSANTD4,Myb/SANT DNA binding domain containing 4 with coiled-coils [Source:HGNC Symbol;Acc:HGNC:29383],4,1,null,8,22,0,0.5412210000000001,1.2036855000000002,0.15000000000000002
A0A0A6YYK6,TRAV16,T cell receptor alpha variable 16 [Source:HGNC Symbol;Acc:HGNC:12112],5,4,null,7,410,0,0.19972499999999996,1.1449334999999998,0.15000000000000002
P12429,ANXA3,annexin A3 [Source:HGNC Symbol;Acc:HGNC:541],4,null,8,10,0,1,0.9772115000000002,0.15000000000000002,0.24593099999999996
Q8WUM9,SLC20A1,solute carrier family 20 member 1 [Source:HGNC Symbol;Acc:HGNC:10946],4,3,8,18,1,2,1.100368,0.18752750000000007,0.33871699999999993
Q8IWK6,ADGRA3,adhesion G protein-coupled receptor A3 [Source:HGNC Symbol;Acc:HGNC:13839],4,1,null,1,3,0,0.2877765,0.3722835,0.15000000000000002
Q05209,PTPN12,protein tyrosine phosphatase non-receptor type 12 [Source:HGNC Symbol;Acc:HGNC:9645],0,null,null,2,0,0,0.20598949999999996,0.15000000000000002,0.15000000000000002
O15520,FGF10,fibroblast growth factor 10 [Source:HGNC Symbol;Acc:HGNC:3666],8,3,null,9,6,0,0.636166,0.7396875,0.15000000000000002
Q96D21,RASD2,RASD family member 2 [Source:HGNC Symbol;Acc:HGNC:18229],0,null,null,2,0,0,0.4699995,0.15000000000000002,0.15000000000000002
Q9GZX5,ZNF350,zinc finger protein 350 [Source:HGNC Symbol;Acc:HGNC:16656],2,1,null,4,51,0,0.7795779999999999,1.6823290000000004,0.15000000000000002
Q8N3J9,ZNF664,zinc finger protein 664 [Source:HGNC Symbol;Acc:HGNC:25406],4,1,null,18,7,0,0.7671085,0.2878870000000001,0.15000000000000002
